status,platform,works_name,artist_name,author,illustrator,original_author,age_classification,genre,works_type,description,hashtags,thumbnail_url,source_url
신규,naver_webtoon,몹쓸 순종,빙하,빙하,빙하,,18세 이용가,로맨스,웹툰,"백일 기념일, 가장 행복해야 할 순간이 악몽으로 뒤바뀌었다.
서우희는 남자친구의 외도 현장을 직접 목격한다. 그것도 상대는 연예계에서 누구보다 아끼던 후배였다. 믿음은 한순간에 배신으로 무너지고, 그녀의 세계는 송두리째 흔들린다.

그리고 같은 시각, 10년 전 첫 키스를 빼앗고 사라졌던 남자까지 다시 나타난다.
누명으로 정상에서 추락한 톱배우 서유희, 첫사랑이자 이제는 자신의 상사가 된 남자, 차규현. 
“가장 확실한 복수가 뭔지 알아?”

“그 새끼보다 몇 배는 더 잘난 남자 만나서 행복하게 사는 거.”

사랑, 배신, 그리고 서로를 구원하는 운명.

집요하고도 위험한 재회 로맨스","재벌, 계약연애, 재회, 연예계, 복수극, 소설원작, 성인웹툰",https://shared-comic.pstatic.net/thumb/webtoon/850106/thumbnail/thumbnail_IMAG21_03475b91-6b30-4b23-9751-521039948606.jpg,https://comic.naver.com/webtoon/list?titleId=850106
신규,naver_webtoon,뼈삼촌,깡준치,깡준치,깡준치,,15세 이용가,판타지,웹툰,"'가족' 이라는 가장 소중한 것을 잊어버린 암울한 미래시대.
오랜 전쟁으로 육신마저 인간과 동떨어지게 된 주인공들이 일련의 사건들을 통해 인간성을 회복하는 이야기.","디스토피아, 액션아포칼립스, 가족, 판타지, 아포칼립스, SF",https://shared-comic.pstatic.net/thumb/webtoon/850220/thumbnail/thumbnail_IMAG21_2d090ead-e6bc-466e-a106-c954ef4ff408.jpg,https://comic.naver.com/webtoon/list?titleId=850220
신규,naver_webtoon,시루/24/1km,6M,6M,6M,,18세 이용가,드라마,웹툰,"히키코모리 생활을 청산하고 데이팅 어플을 통해 외로움을 해결하고 있는 시루,
처음 보는 남성들을 통해 본인의 낮은 자존감을 채우며 하루하루를 살아가고 있다. 

우연한 계기들로 여러 사람들과 인연을 맺게 되는 그녀의 일회성, 그리고 다회성 만남 이야기","2025 지상최대공모전, 고자극드라마, 리얼로맨스, 자극적인, 블랙코미디",https://shared-comic.pstatic.net/thumb/webtoon/850068/thumbnail/thumbnail_IMAG21_e1a400f5-26f4-4fd9-a4cf-e31e936967e9.jpg,https://comic.naver.com/webtoon/list?titleId=850068
신규,naver_webtoon,모든걸 기억하는 천재무사,Omin,Omin,Omin,,15세 이용가,무협/사극,웹툰,"모든걸 기억하는 삼류무사 진소운. 30년 전 마교가 재림하기 전으로 회귀하다.

과거로 돌아온 사실이, 딱히 날더러 세상을 구하라는 신호로는 보이진 않는다.

‘그랬다면 최소한 뭔가 특별한 능력을 주거나 장삼봉 조사의 영혼 같은 거라도 붙여줘야 했을 테니까?’

답 없는 삼류 문파인 사문.
미천하기 그지없는 무의 재능.
되돌아왔다는 걸 기뻐하기엔 원체 가진 패가 너무 약하다.

""망했군.""

정해진 미래의 절망을 바꾸기 위한 진소운의 발악이 시작된다.","레드아이스 스튜디오, 액션판타지, 소년물, 동양풍판타지, 회귀, 판무",https://shared-comic.pstatic.net/thumb/webtoon/849611/thumbnail/thumbnail_IMAG21_46ca822d-c549-4b5f-8e67-0a2b3973b457.jpg,https://comic.naver.com/webtoon/list?titleId=849611
신규,naver_webtoon,애무지구,박지독,박지독,박지독,,전체연령가,개그,웹툰,"넓고 넓은 우주 어딘가 우리가 살고 있는 지구와 똑같은 모습을 한 또 다른 지구가 존재한다.
그곳은 바로 애무지구. 애무지구의 인간들은 사랑을 하지 않는다. 
이곳에서 사랑은 질병이며 사랑을 유발하는 모든 행위는 불법이다.
이런 애무지구에 어느 날부터 원인을 알 수 없는 사랑병 환자들이 늘어나기 시작하는데...","열혈병맛개그, 판타지개그, 미래, 개그, 세계관, 4차원, SF, 감염",https://shared-comic.pstatic.net/thumb/webtoon/850666/thumbnail/thumbnail_IMAG21_e681a0cd-4d07-4734-b055-44e78a84b188.jpg,https://comic.naver.com/webtoon/list?titleId=850666
신규,naver_webtoon,완벽한 선배의 Hide!,두지,두지,두지,,15세 이용가,로맨스,웹툰,"모두에게 다정하고 친절한 엄친아 과탑 태혁 선배.
그러나 그 엄친아의 껍데기 속에는 미친 또라이 지랄남이 숨겨져 있다?

학과 동기들 중 유일하게 그 남자의 비밀을 알고 있는 여자.
그리고 그 여자에게 점점 더 집착하는 또라이 지랄남.

두 선남선녀의 조금 미묘한 대학 생활이 시작된다.","치명적인, 캠퍼스, 집착남, 로맨틱코미디, 드라마, 캠퍼스로맨스",https://shared-comic.pstatic.net/thumb/webtoon/849742/thumbnail/thumbnail_IMAG21_6f95e670-b9be-43d8-8dd7-07ac53e5b3b5.jpg,https://comic.naver.com/webtoon/list?titleId=849742
신규,naver_webtoon,망플루언서,망순,망순,망순,,18세 이용가,드라마,웹툰,"대중의 관심을 먹고 사는 빛나는 직업 '인플루언서!'
보여지는 모습과 달리 그들의 숨겨진 추악한 비밀들을 폭로하는 유명 렉카 너튜브 채널 '셀럽 쓰레기통'
그 채널을 운영하는 두 여자, 선미와 주원의 이야기.
""거짓으로 돈을 버는 건 당신들이나 우리나 똑같아""","고자극드라마, 우정, 참교육, 집착물, 소꿉친구, 계략녀",https://shared-comic.pstatic.net/thumb/webtoon/850526/thumbnail/thumbnail_IMAG21_7727c256-0b3a-4243-b3cf-fbfec5bfb984.jpg,https://comic.naver.com/webtoon/list?titleId=850526
신규,naver_webtoon,아가씨와 유모,게으른토끼,게으른토끼,게으른토끼,,15세 이용가,판타지,웹툰,"'흉내쟁이 민달팽이를 아십니까?' 신비동물 연구자인 주인공은 수상한 편지를 받는다.
상대의 모습으로 변신하는 흉내쟁이 민달팽이를 이용해 죽은 딸이 살아난 것처럼 꾸며달라는 의뢰였다.
불길한 마음을 안고 도착한 저택에는, '아가씨'가 주인공을 기다리고 있었다.","흑백, 인외존재",https://shared-comic.pstatic.net/thumb/webtoon/850132/thumbnail/thumbnail_IMAG21_a6de4dd4-5824-4e0f-aecf-f74618560403.jpg,https://comic.naver.com/webtoon/list?titleId=850132
신규,naver_webtoon,조선 개스키,송세현,송세현,송세현,,전체연령가,드라마,웹툰,"선천적으로 몸이 약한 폼스키 ‘베리’와 사람에게 마음을 닫은 고등학생 ‘요한’.
평소처럼 산책을 하던 중 갑작스러운 사고로 조선에 굴러떨어진다.
제주도 사투리가 구수한 전직 무관 척씨의 도움으로 머물 곳은 생겼지만, 요한은 하루빨리 현대로 돌아갈 방법만 찾으려는데...

현대 견종 베리의 등장으로 들썩이는 조선에서, 둘은 무사히 집으로 돌아갈 수 있을까?","과거, 시대물, 드라마, 성장물, 퓨전사극, 성장드라마, 동물",https://shared-comic.pstatic.net/thumb/webtoon/848861/thumbnail/thumbnail_IMAG21_3d715efd-5f20-45bb-ae17-1a7191c47d6d.jpg,https://comic.naver.com/webtoon/list?titleId=848861
신규,naver_webtoon,오매불망,2L,2L,2L,,15세 이용가,로맨스,웹툰,"""어릴 적부터 TV 속 서기현을 동경해온 채도영.

고등학교에서 재회한 기현은 상냥한 미소 뒤에 날 선 본성을 감추고 있었다.
그가 사랑하는 건 소꿉친구 김가온이었고, 기현은 그 마음을 이루기 위해 도영을 이용했다.

이용당하고 상처 입으면서도, 도영은 기현을 향한 마음을 멈추지 못한다.""","공식미남, 짝사랑남, 집착남, 후회남, 나쁜남자, 소심녀, 순정녀",https://shared-comic.pstatic.net/thumb/webtoon/849508/thumbnail/thumbnail_IMAG21_793ec38e-aa7b-4b29-84e3-972a75083502.jpg,https://comic.naver.com/webtoon/list?titleId=849508
신규,naver_webtoon,사회초년캣,잇선,잇선,잇선,,15세 이용가,일상,웹툰,"냐냐냐냥 냐냐냐냐냥냐냐냥

냐냐냥 냐냐냥 냐냐냥냐냐냥

(인간 사회에 적응해 볼게요)","컷툰, 일상개그힐링, 공감, 생존, 자본주의, 러블리, 직업드라마",https://shared-comic.pstatic.net/thumb/webtoon/850237/thumbnail/thumbnail_IMAG21_01f24e7a-b841-48fb-9b38-2787207723da.jpg,https://comic.naver.com/webtoon/list?titleId=850237
신규,naver_webtoon,챗윗미,조니조,조니조,조니조,,15세 이용가,로맨스,웹툰,"미대생 ‘수연’은 늦은 새벽 실습실에서 같은 과 동기 ‘유신’의 비밀을 목격한다.
“너… 로보트였어?” 유신은 수연의 머리에 전기 충격을 가하려다 실패하고, 수연은 그대로 기절해버린다.
그날 밤, 유신의 집에 끌려간 수연. 친구 ‘재현’과의 약속이 엇갈리며 세 사람의 운명은 서서히 틀어지기 시작하는데…
엇갈리는 청춘들의 달콤 짜릿 삼각 캠퍼스 로맨스!","첫사랑, 로맨틱코미디, 짝사랑, SF, 친구>연인, 캠퍼스로맨스",https://shared-comic.pstatic.net/thumb/webtoon/849349/thumbnail/thumbnail_IMAG21_44b54aca-03bf-4c9a-961d-9ae8c9814e69.jpg,https://comic.naver.com/webtoon/list?titleId=849349
신규,naver_webtoon,영혼을 보는 변호사,이노안,이노안,이노안,,15세 이용가,드라마,웹툰,"아버지의 죽음을 목격한 날부터 고등학생 유현재는 귀신을 보게 되고, 또한 퇴마력도 가지게 된다.
그리고, 수상한 존재 등장
- 생전에 전교 1등이었던 ‘빨간눈’의 귀신과 유현재의 만남.

""변호사가 되고 싶어. 도와줘""
“로스쿨? 내가 책임지고 보내줄게.”

귀신 '빨간눈'과 공존공생하며 변호사가 된 유현재.
그는 아버지처럼 억울한 일울 당한 사람들을 돕기 위한 좋은 변호사의 길을 선택한다.
산 자의 무죄를 밝히고 죽은 자의 진실을 전하기 위해,
그들에게 '영혼을 보는 변호사'가 찾아간다.","현대판타지, 감성적인, 사회고발, 법정드라마, 직업드라마, 소설원작",https://shared-comic.pstatic.net/thumb/webtoon/850022/thumbnail/thumbnail_IMAG21_b8d718b4-bf79-4994-99c5-c9b5fdffa5e9.jpg,https://comic.naver.com/webtoon/list?titleId=850022
신규,naver_webtoon,0의 온도,0g,0g,0g,,15세 이용가,로맨스,웹툰,"고1때부터 자신을 따라다니던 영혼 '0'과 사랑에 빠진 민경희.
그녀는 성인이 되자마자 '0'과 영혼결혼식을 올리고, '0'이 머물 수 있는 '몸'을 만들어 주기로 약속한다.
그러나 만질 수 없는 것을 탐하게 된 대가가 따르는데...","로맨스릴러, 2025 연재직행열차, 오컬트판타지, 오컬트, 빙의",https://shared-comic.pstatic.net/thumb/webtoon/850650/thumbnail/thumbnail_IMAG21_d8129def-d083-4291-986f-919f74be4ff4.jpg,https://comic.naver.com/webtoon/list?titleId=850650
신규,naver_webtoon,아리도록,잔디롤빵,잔디롤빵,잔디롤빵,,15세 이용가,로맨스,웹툰,"5년 만에 다시 만난 첫사랑, 주아린.
그 애는 왜 이렇게 변해버린 걸까?","순애남, 러브코미디, 감성적인, 설렘폭발, 첫사랑, 순정남, 사연녀",https://shared-comic.pstatic.net/thumb/webtoon/849736/thumbnail/thumbnail_IMAG21_dedcc8fc-7230-4a58-a0c9-82d44cfe6391.jpg,https://comic.naver.com/webtoon/list?titleId=849736
신규,naver_webtoon,재혼 황후,히어리,히어리,히어리,,15세 이용가,로맨스,웹툰,"동대제국의 완벽한 황후였던 나비에.
황제인 남편이 정부를 황후로 만들려는 것을 알고 이혼을 택한다. 그리고 결심한다.
이곳에서 황후가 될 수 없다면 다른 곳에서 황후가 되겠다고.
인기 웹소설 '재혼 황후'가 웹툰화되다!","사연녀, 다정남, 후회물, 궁중로맨스, 혐관로맨스, 직진남, 이세계",https://shared-comic.pstatic.net/thumb/webtoon/735661/thumbnail/thumbnail_IMAG21_2e35b4aa-4459-42fd-84a8-eae732910422.jpg,https://comic.naver.com/webtoon/list?titleId=735661
신규,kakao_page,나 혼자만 레벨업,"추공, 현군, 장성락(REDICE STUDIO)",현군,장성락(REDICE STUDIO),추공,전체연령가,판타지,웹툰,"10여 년 전, 다른 차원과 이쪽 세계를 이어 주는 통로 ‘게이트’가 열리고 평범한 이들 중 각성한 자들이 생겨났다.게이트 안의 던전에서 마물을 사냥하는 각성자.그들을 일컬어 ‘헌터’라 부른다.그러나 모든 헌터가 강한 것은 아니다.내 이름은 성진우.E급 헌터다. 저급 던전에서조차 죽을 고비를 넘겨야 하는‘인류 최약병기’. 무엇 하나 내세울 것 없는 형편에저급 던전으로 근근이 생계를 이어가던 그는,D급 던전 속에 숨겨진 최악의 난이도의 이중 던전을 만난다.그리고 결국… 죽음을 맞이하려던 순간,그는 기이한 능력을 얻게 된다. 오직 그에게만 보이는 게임 퀘스트 창!오직 그만이 알게 된 레벨 업의 비밀!퀘스트를 따라 수련하고몬스터를 사냥하면 레벨이 오른다.오직 그 혼자만! 최약체 헌터에서 최강 헌터로 각성하다!추공 작가의 인기 판무 소설 <나 혼자만 레벨업>이웹툰으로 드디어 등장!************************************************[표지 및 로고 디자인] 디자인그룹 헌드레드************************************************웹툰 [나 혼자만 레벨업]은 매주 목요일, 주1회 연재됩니다.","생존, 먼치킨, 시스템, 천재, 노력, 성장, 이능력, 플레이어",https://page-images.kakaoentcdn.com/download/resource?kid=Cf0LJ/hynaH4y8E5/l5Qk7VWfAsyYkE8yKmRFdk&filename=o1/dims/resize/384,https://page.kakao.com/content/50866481
