status,platform,works_name,artist_name,author,illustrator,original_author,age_classification,genre,works_type,description,hashtags,thumbnail_url,source_url
신규,naver_webtoon,어느 날 해츨링이 되었다,판테라,판테라,판테라,,전체연령가,판타지,웹툰,"""뭐야, 내 모습이 왜 이렇게 작달만하고 통통해?!!""

승천을 1년 앞둔 999살 이무기, 억울하게 죽임을 당하고
눈을 떠보니 1살 해츨링이 되어버렸다. 

전생의 기억을 고스란히 간직한 채 시작된 두 번째 생.
처음으로 받아보는 무조건적인 사랑에 조금씩, 그리고 완전히 녹아든다. 

사랑 속에서 동료를 만들고, 세계를 넓혀가며 전생에 이루지 못한 용이 되는 길을 향해 나아가는 해츨링 '룬'의 두 번째 라이프 시작!","모험, 지금추천작, 무해한, 힐링, 이세계, 인외존재, 소설원작",https://shared-comic.pstatic.net/thumb/webtoon/850266/thumbnail/thumbnail_IMAG21_c9b49ce5-ec69-4d3b-b635-55e911631ffe.jpg,https://comic.naver.com/webtoon/list?titleId=850266
신규,naver_webtoon,스타 플레이어의 귀환,Jenguk,Jenguk,Jenguk,,15세 이용가,액션,웹툰,"한때는 최정상의 프로게이머였지만, 승부 조작 의혹으로 강제 은퇴하게 된 단윤.
죽지 못해 살아가던 그에게 다시 한 번의 기회가 주어진다.
성좌들의 유희 게임 '블랙아웃'의 참가자가 된 그는 과연
다시 한번 정상을 차지할 수 있을까.","사이다, 액션아포칼립스, 생존, 아포칼립스, 게임판타지, 두뇌싸움",https://shared-comic.pstatic.net/thumb/webtoon/849923/thumbnail/thumbnail_IMAG21_d2af9af2-a417-4b9c-a7c8-0e5038f56edf.jpg,https://comic.naver.com/webtoon/list?titleId=849923
신규,naver_webtoon,소녀*구원대행,한기주,한기주,한기주,,15세 이용가,판타지,웹툰,"이 세상은 멸망했다.
세계 랭킹 1위 원정현 때문에.

그놈은 인류가 낳은 최고의 영웅이자 인류 최악의 배신자.
…인 줄 알았는데?

“…최후의 사람이, 너만 아니었더라도.”

멸망 직전 나를 살리고 죽어버렸다.
그리고 나는 음모를 막기 위해 졸지에 회귀해버렸다!

8살 최연소 S급 헌터가 된 채로!

좋았어,
원정현의 소원은 내가 대신 이룬다.
오늘부터 구원 대행합니다!","액션아포칼립스, SF액션, 미래, 상태창, 소년물, 우정, 혐관",https://shared-comic.pstatic.net/thumb/webtoon/849744/thumbnail/thumbnail_IMAG21_59874523-9c8a-4edd-8810-a3a06bf16f4b.jpg,https://comic.naver.com/webtoon/list?titleId=849744
신규,naver_webtoon,조선야차,두엽,두엽,두엽,,12세 이용가,판타지,웹툰,"""조선의 개가 되어라, 어명이다.""
한순간에 깨진 평화. 
왕의 부름에 야차가 된 두 사람, 
얘네한테 조선의 운명을 맡겨도 되는걸까...?","액션판타지, 동양, 이능력, 배틀, 소년물, 모험, 크리처",https://shared-comic.pstatic.net/thumb/webtoon/850109/thumbnail/thumbnail_IMAG21_75b7a482-2f0f-4da2-a26c-4aa1e82c965b.jpg,https://comic.naver.com/webtoon/list?titleId=850109
신규,naver_webtoon,비인간서사,호밀밭,호밀밭,호밀밭,,15세 이용가,판타지,웹툰,"2055년 서울. 문명은 상승하고 개인은 추락한다.
청년 하늘은 엄마의 수술 비용을 갚으며 살아간다.
어느 날, 운명이 그를 찾아왔다.","사이버펑크, 2024 지상최대공모전, 액션아포칼립스, SF액션, 액션판타지",https://shared-comic.pstatic.net/thumb/webtoon/849747/thumbnail/thumbnail_IMAG21_fb4a9fcd-c1ff-46b0-9dd1-a3d5a5ecc8ac.jpg,https://comic.naver.com/webtoon/list?titleId=849747
신규,naver_webtoon,커플이상 부부미만,마자,마자,마자,,전체연령가,일상,웹툰,"결혼까진 좀 그렇고… 일단 한번 같이 살아볼까?

연애하는 룸메이트! 결혼 맛보기 스푼! 커플보다는 가깝고 부부보다는 먼 동거 커플의 일상!

본격적인 혼인숙려기간 시작!","컷툰, 일상개그힐링, 공감, 생존, 가족, 일상, 가벼운, 개그",https://shared-comic.pstatic.net/thumb/webtoon/850026/thumbnail/thumbnail_IMAG21_f535ccee-3cdf-4f63-954d-8480e09688be.jpg,https://comic.naver.com/webtoon/list?titleId=850026
신규,naver_webtoon,좋아하면 멍청해진다,뀌옥,뀌옥,뀌옥,,12세 이용가,로맨스,웹툰,차갑고 시크한 철벽녀 세린과 평범한 대학생 진형. 남들 앞에선 멀쩡한 두 사람이지만 함께 있으면 바보가 된다.,"러브코미디, 일상개그힐링, 소심남, 공식미녀, 일상, 가벼운, 개그",https://shared-comic.pstatic.net/thumb/webtoon/850214/thumbnail/thumbnail_IMAG21_51634089-9343-4b94-a494-b5cef58c549f.jpg,https://comic.naver.com/webtoon/list?titleId=850214
신규,naver_webtoon,싸움배달,하우진,하우진,하우진,,15세 이용가,액션,웹툰,"배달이요~
라이더 2년차, 싸움배달 전문 고등학생 이상.
어느날 거액의 의뢰를 제안을 받는데,
오너가 심상치 않다..","사이다, 학원액션, 자본주의, 재벌녀, 범죄, 먼치킨",https://shared-comic.pstatic.net/thumb/webtoon/850079/thumbnail/thumbnail_IMAG21_11c51246-14cc-44e2-ba53-549fe40c75a5.jpg,https://comic.naver.com/webtoon/list?titleId=850079
신규,naver_webtoon,쓰레기 공작의 외도 상대가 되었다,따로,따로,따로,,15세 이용가,로맨스,웹툰,"“나랑 바람 좀 피워줘야겠어.”

황녀와의 억지 약혼을 깨기 위해
완벽한 외도 사기극을 꾸미는 대부호 공작, 레오폴드 오테로 폰 베른.

전 연인들이 황녀와 바람피워 헤어진 덕에
외도상담가가 된 몰락 귀족, 비올레타 헤르난데즈.

그녀는 의뢰인들의 상담비로 겨우 생계를 유지해 간다.
하지만 어느 날 가문이 진 거액의 채무이행서를 받게 되고,
남동생의 학비마저 급히 마련해야 하는 상황에까지 닥치는데…….

“학비쯤이야, 남동생의 앞날까지 책임져 주지.”
“제 앞날은요? 바람녀 딱지 붙으면 결혼은 꿈도 못 꿔요.”

그저 밥 먹고 살 정도의 사랑 가득한 결혼을 꿈꿨건만.
정녕 그의 바람녀가 되는 게 답인 걸까.

“들키지 않게 해줄게. 흔적만 남겨. 황녀가 완벽히 오해할 만한.”

그렇게 시작된 대국민 외도 사기극.
바람피우는 척만 한다던 남자는 자꾸만 선을 넘어온다.

“이따위 증거들이 통할 거로 생각하나?”
“돈 값하러 온 거라며.”
“키스 자국이라도 남기는 성의를 보이든가.”

아무래도… 그에게 잘못 걸린 것 같다.","계약연애, 복수극, 로판, 소설원작",https://shared-comic.pstatic.net/thumb/webtoon/849896/thumbnail/thumbnail_IMAG21_6719bba6-dc0c-4490-97eb-bb7a3f7646ef.jpg,https://comic.naver.com/webtoon/list?titleId=849896
신규,naver_webtoon,네크로맨시로 레벨업하는 성자님,스튜디오 이너스,스튜디오 이너스,스튜디오 이너스,,15세 이용가,판타지,웹툰,"많은 시체를 조종하며 1인군단이라 불리며 세계 최강의 네크로맨서가 된 천유진. 
하지만 너무 강하다는 이유로 신과 인류에게 버림받고 죽을 위기에 처하며 회귀를 선택한다.
새로운 삶에서는 신들에게 버림받은 신 크로노스의 힘을 빌려, 이번 생에서는 반드시 살아남겠다고 다짐한다.
그런데 크로노스의 힘이 몸에 새겨지는 순간, 죽음의 기운을 다루는 신의 천적 네크로맨서가 신의 신성한 힘을 다루는 성자가 되어버렸다.
이질적인 두 힘이 하나의 몸에 깃들며, 더욱 강해진 천유진이 지난 생에서 자신을 버린 신과 인류에 복수를 강행한다!","해외작품, 게임판타지, 회귀, 먼치킨, 소설원작",https://shared-comic.pstatic.net/thumb/webtoon/850241/thumbnail/thumbnail_IMAG21_139aa5fd-e69a-4ac3-b205-8bc5375bc78d.jpg,https://comic.naver.com/webtoon/list?titleId=850241
신규,naver_webtoon,행운의 여신,허니비,허니비,허니비,,전체연령가,로맨스,웹툰,"만년 전교 2등이던 지윤에게 어느날 행운의 노트가 찾아왔다. 그 노트는 1등이라는 행운을 주었지만, 그로 인해 평화로운 일상이 온통 흐트러져 버린다. 공부에 집중하기 위해서는 그 기묘한 문제들을 해결해야만 한다. 그 엉망진창인 속에서도 사랑은 피어난다. 비록 지윤이 원한 적 없는 로맨스지만..!","감성적인, 혐관, 능력녀, 로맨스, 하이틴, 학원로맨스",https://shared-comic.pstatic.net/thumb/webtoon/849092/thumbnail/thumbnail_IMAG21_f4e0e879-1062-4ab4-a6f0-fa9109665a7c.jpg,https://comic.naver.com/webtoon/list?titleId=849092
신규,naver_webtoon,변경백의 10클래스 망나니,양평,양평,양평,,전체연령가,판타지,웹툰,"칠십대의 늙고 추레한 마법사는 육십 년 전으로 돌아온다.
아주 오래된
그리워하던
어떤 날로…….","액션판타지, 감성적인, 시리어스, 중세, 마법, 소년물, 우정",https://shared-comic.pstatic.net/thumb/webtoon/849510/thumbnail/thumbnail_IMAG21_6e5604e7-13fd-4e78-8455-fdd5b3ec1ecb.jpg,https://comic.naver.com/webtoon/list?titleId=849510
신규,naver_webtoon,검술명가의 네크로맨서,해귤,해귤,해귤,,12세 이용가,판타지,웹툰,"대륙을 공포로 몰아넣었던 최강의 네크로맨서 아키몬드. 그는 영웅 베르켈 라인란트의 검에 목숨을 잃는다. 그리고 200년 후, 어느 가문의 아기로 태어나 첫 마디를 뱉는다. “어둠의 문지기와 하수인 그리고 병사들이여, 내 명을 받들라!“","액션판타지, 소년물, 라이벌, 환생, 왕족/귀족, 액션, 판타지",https://shared-comic.pstatic.net/thumb/webtoon/850499/thumbnail/thumbnail_IMAG21_45d0caf8-f59a-47ae-aa8c-4f5b7121d753.jpg,https://comic.naver.com/webtoon/list?titleId=850499
신규,naver_webtoon,이기적 동맹,구직신사,구직신사,구직신사,,15세 이용가,판타지,웹툰,"수많은 '문'을 통해 서로 다른 이세계와 이어져 있는 특별한 세계 중심계.
대천사의 명령으로 천계에서 파견된 천사 디즈는 불운한 직장 생활을 보내고 있다.
그런 디즈에게 어느 날 운석처럼 떨어진 사고뭉치 마족 파상!

이기적인 천사와 마족, 그리고 또 하나의 문제아와 함께하는 달콤&살벌 엉망진창 동맹!","일상개그힐링, 판타지개그, 현대, 우정, 가족, 감성, 일상",https://shared-comic.pstatic.net/thumb/webtoon/850248/thumbnail/thumbnail_IMAG21_b3c708f6-2270-4a5e-93e6-a318b0858d07.jpg,https://comic.naver.com/webtoon/list?titleId=850248
신규,naver_webtoon,흑신,임달영,임달영,임달영,,18세 이용가,액션,웹툰,"우매한 인간들아, 주어진 운명을 그대로 받아들이라...
지구상의 모든 법칙을 지배하는 거대한 힘 '공준균형'.인간을 지배했던 능력으로 균형을 수호하는 존재'원신령'
같은 모습으로 운명을 공유하고 있는 3개의 혼 '도플라이너'
결코, 우리가 알 수 없었던 그 거대한 비밀에 얽힌 이야기...!",성인웹툰,https://shared-comic.pstatic.net/thumb/webtoon/849300/thumbnail/thumbnail_IMAG21_bc7ada71-c50a-46a8-94bc-953b409e1efa.jpg,https://comic.naver.com/webtoon/list?titleId=849300
신규,naver_webtoon,1인칭 혈육시점,모카빵,모카빵,모카빵,,15세 이용가,로맨스,웹툰,"어릴 적부터 가영의 연애를 방해하는 혈육이자 웬수, 차강현.

왜인지 이번 짝사랑도 차강현 때문에 망할 것 같은 불길한 예감에
용하다는 타로집에서 수상한 팔찌를 사 오게 되는데…

왜 내가 차강현이 된 거지?","가족, 혐관, 로맨틱코미디, 성별반전, 캠퍼스로맨스",https://shared-comic.pstatic.net/thumb/webtoon/850236/thumbnail/thumbnail_IMAG21_c2762e7a-ad6f-4637-b36f-cbd7b49c1773.jpg,https://comic.naver.com/webtoon/list?titleId=850236
신규,naver_webtoon,백 킥!,최 강,최 강,최 강,,15세 이용가,스포츠,웹툰,"""일반부에서 뛰는 청각장애인 선수라고?""
선배의 괴롭힘에 태권도를 그만둔 남 건과 소리를 듣지 못하는 천재 선수 강이토. 상처투성이 소년들은 다시 정상에 설 수 있을까?",,https://shared-comic.pstatic.net/thumb/webtoon/849881/thumbnail/thumbnail_IMAG21_f2514d6b-0487-4074-9c4e-29ac2f0d494c.jpg,https://comic.naver.com/webtoon/list?titleId=849881
신규,naver_webtoon,과학고 사변,고태린,고태린,고태린,,15세 이용가,드라마,웹툰,"성적은 계급, 오답은 죄악.
〈세한과학고〉에 정반대의 두 천재가 입학한다.","입시, 2024 지상최대공모전, 현대, 소년물, 청춘, 성장물, 하이틴",https://shared-comic.pstatic.net/thumb/webtoon/849907/thumbnail/thumbnail_IMAG21_903a2217-1f54-4f39-acba-ca0eda61859e.jpg,https://comic.naver.com/webtoon/list?titleId=849907
신규,naver_webtoon,써머 어게인,물버섯,물버섯,물버섯,,18세 이용가,로맨스,웹툰,"호텔 유성팰리스의 VIP 담당 컨시어지로 일하던 커리어우먼 도희.
그런데, 새 본부장으로 뜻밖의 인물이 부임하게 된다.

열아홉, 불행에 짓밟힐 뻔한 여름을 
새빨간 자두 빛으로 물들였던 첫사랑이자 오빠 친구, 차문호.
10년 전 갑작스럽게 자취를 감춘 그가 상사가 되어 돌아왔다.

“순진하던 게, 어쩌다 이렇게 까졌을까.”

다시 돌아온 뜨거운 여름, 꼭 그와 같은 생각을 한다.
그러는 오빤, 어쩌다 이렇게 야해졌을까.","사이다, 청춘, 로맨틱코미디, 다정남, 걸크러시, 소설원작, 성인웹툰",https://shared-comic.pstatic.net/thumb/webtoon/849884/thumbnail/thumbnail_IMAG21_637ccc01-1cdb-4450-9c87-7062325de0d9.jpg,https://comic.naver.com/webtoon/list?titleId=849884
신규,naver_webtoon,페일 블루 아이즈,LICO,LICO,LICO,,18세 이용가,로맨스,웹툰,"주은은 자신을 늘 외롭게 만드는 가족을 떠나 홀연히 영국으로 향한다. 그곳에서 만난 창백한 푸른눈의 남자, 에덴. 조악한 문신으로 온몸을 뒤덮은, 쓰레기 같은 펑크를 노래하는, 주변의 모든 여자를 열병에 들끓게 만드는, 하지만 살면서 본 가장 다정하고 가장 아름다운 남자. 주은은 그가 위험하다는 걸 알면서도 불가항력으로 그에게 끌리게 되는데…","예술, 고자극드라마, 리얼로맨스, 감성적인, 자극적인, 설렘폭발",https://shared-comic.pstatic.net/thumb/webtoon/849898/thumbnail/thumbnail_IMAG21_fbeef32f-607d-48c8-a809-ceff396bcd6c.jpg,https://comic.naver.com/webtoon/list?titleId=849898
신규,naver_webtoon,그아비에 그아들,송작가,송작가,송작가,,15세 이용가,액션,웹툰,"""이게 다 아빠 때문이야!!""

2026년. 아빠를 닮아 159cm에 51kg의 왜소한 체격의 소유자 '강권'
매일같이 학교에서 괴롭힘을 당하다 옥상에서 떨어진다

1996년 아빠의 베프인 188cm 70kg의 '최강권' 삼촌의 몸으로 깨어난 강권
하지만 최강권 삼촌은 기대와는 달리 괴롭힘을 당하는 찐따였는데...

키는 커졌지만 여전히 찐따인 (최)강권의
1996년의 많이 힘든(?) 고교 생활이 시작된다","2025 연재직행열차, 학원액션, 열혈, 공감, 과거, 우정, 가족",https://shared-comic.pstatic.net/thumb/webtoon/849537/thumbnail/thumbnail_IMAG21_d093d9db-b356-42b8-ba1e-4d90ecd0d214.jpg,https://comic.naver.com/webtoon/list?titleId=849537
신규,naver_webtoon,나혼자 진짜 재벌,맷집왕,맷집왕,맷집왕,,전체연령가,드라마,웹툰,"평생을 가족을 위해 희생하며 살아온 어머니, 이경숙.
그녀는 헌신의 상징이었지만, 아들 서민욱은 단 한 번도 ""고맙다""고 말하지 못했다.
어머니가 돌아가시고 후회 속에 살던 민욱은 믿기 힘든 기적과 함께 
가족의 비극이 시작된 그날 외삼촌 이동호로 회귀한다.

외삼촌 이동호.
가족의 꿈과 희망을 짓밟고 떠난 그는 
집안의 전 재산을 삼키며 모든 것을 무너뜨렸다.
돌아온 과거 속에서 민욱은 이를 바로잡으려 결심하지만, 
점차 깊어지는 의문과 마주한다.

“세상에 뿌려진 이 비를 우리 가족만 피할 수 있다면, 그것만으로 정말 만족할 수 있을까?”

과거를 구원하려는 그의 선택은 어머니를 진정으로 행복하게 만들 수 있을까?
희생과 후회, 그리고 구원의 서사가 지금 시작된다! 



ⓒ맷집왕,박정욱(원작:댄킴)/학산문화사","사이다, 현대판타지, 시대물, 가족, 감성, 드라마, 인생역전",https://shared-comic.pstatic.net/thumb/webtoon/849859/thumbnail/thumbnail_IMAG21_115a6ad1-73f2-460e-b635-4bfffd886671.jpg,https://comic.naver.com/webtoon/list?titleId=849859
신규,naver_webtoon,"빚, 나는 연인",김순돌,김순돌,김순돌,,15세 이용가,드라마,웹툰,"오랜 연인과 절친한 친구의 바람.

그들의 배신으로 사랑과 우정을 동시에 잃은 이봄.
전 연인이 빌려 간 5천만 원마저 사라진 순간, 수상한 남자 백도혁이 나타난다.

“사람은요, 자기 손에서 놓친 게 더 빛나 보이면
결국 다시 돌아보게 돼요.”

전 연인 박우성의 마음을 되돌려 돈을 받아내라는 백도혁의 제안.
그렇게 시작된 위태로운 위장 연애.

하지만 이 관계에는, 처음부터 다른 의도가 숨겨져 있다..?","고자극드라마, 자극적인, 라이벌, 사연남, 능글남, 계략남, 후회남",https://shared-comic.pstatic.net/thumb/webtoon/849749/thumbnail/thumbnail_IMAG21_dbed02d5-9109-44e6-aa5f-04797c0c5263.jpg,https://comic.naver.com/webtoon/list?titleId=849749
신규,naver_webtoon,안녕 아기,호호,호호,호호,,전체연령가,일상,웹툰,"만화와 게임이 좋은 오타쿠 엄마와 예민한 아빠, 
그리고 호시탐탐 아기 간식을 노리는 시바견과 염세적인 육아 선배 믹스견까지!
육아와 거리가 먼 이들에게 아기가 찾아오면서 인생의 두 번째 페이즈가 시작되었다.","일상개그힐링, 가족, 일상, 개그, 육아물",https://shared-comic.pstatic.net/thumb/webtoon/849928/thumbnail/thumbnail_IMAG21_cbe8c59a-6760-4edb-bca2-49879a1ca92b.jpg,https://comic.naver.com/webtoon/list?titleId=849928
신규,naver_webtoon,열사병,상서현,상서현,상서현,,전체연령가,감성,웹툰,"한여름의 고시원.
세상을 등진 채 버텨가는 ‘광태’ 앞에, 세상에 존재하고 싶어 하는 소녀 ’보애’가 나타난다.

고시원 구석의 숨 막히는 더위 속에서,
멈춰 있던 ‘광태’의 삶이 ‘보애’로 인해 떠들썩해지기 시작한다.","2025 고등 최강자전, 드라마, 힐링",https://shared-comic.pstatic.net/thumb/webtoon/849482/thumbnail/thumbnail_IMAG21_ed34bbe8-32e9-4183-875a-e4a8518efb36.jpg,https://comic.naver.com/webtoon/list?titleId=849482
신규,naver_webtoon,일곱 번째 의뢰인,함영서,함영서,함영서,,18세 이용가,로맨스,웹툰,"어린 탐정 맥스는 아무도 주목하지 않는 도박 업자의 죽음을 조사하라는 의뢰를 받는다. 의뢰인이 용의자로 지목한 도박 업자의 아내 제인. 맥스는 그녀를 향한 의심과 이끌림 사이에서 갈등하는데. 제인은 결백한가, 살인자인가. “이것부터 기억해요, 난 거짓말은 안 해요.”","로맨스릴러, 자극적인, 시리어스, 치명적인, 서양, 시대물, 악녀",https://shared-comic.pstatic.net/thumb/webtoon/850210/thumbnail/thumbnail_IMAG21_7b6114b9-24b5-4c0d-8aac-3cd2addc5082.jpg,https://comic.naver.com/webtoon/list?titleId=850210
신규,naver_webtoon,강철의 연금술사,Hiromu Arakawa,Hiromu Arakawa,Hiromu Arakawa,,전체연령가,판타지,웹툰,"연금술로 엄마를 되살리려던 에드워드, 알폰스 형제의 모험이 시작된다!
ⓒ Hiromu Arakawa/SQUARE ENIX CO., LTD.","애니메이션, 명작, 액션판타지, 열혈, 배틀, 모험, 액션, 판타지",https://shared-comic.pstatic.net/thumb/webtoon/849352/thumbnail/thumbnail_IMAG21_0049830d-3474-462a-96b8-7cd0b8be1b52.jpg,https://comic.naver.com/webtoon/list?titleId=849352
신규,naver_webtoon,악마 임시 보호 중!,원원,원원,원원,,12세 이용가,개그,웹툰,"평범한 대학생 류단우는

길에서 만난 어린 악마에게 간택(?)당해 버린다.

악마는 자취방에 멋대로 따라 들어와 터를 잡아 버렸고,

그날을 기점으로 단우의 평범했던 일상은 완전히 꼬이게 된다.



원래의 일상으로 돌아가기 위해

대학 동기 시덕, 마녀 주은과 함께

차원 마법의 실마리를 찾기 시작하는데…","일상, 판타지",https://shared-comic.pstatic.net/thumb/webtoon/849730/thumbnail/thumbnail_IMAG21_5505af16-070a-42b8-ba77-17cca496b5dc.jpg,https://comic.naver.com/webtoon/list?titleId=849730
신규,naver_webtoon,색시한 내 우렁이,수오수,수오수,수오수,,15세 이용가,로맨스,웹툰,"퇴근 후 집에 왔더니 따뜻한 저녁이 차려져 있다. 

잠깐... 나 혼자 사는데?

누군가 몰래 우리 집에 들어와 밥해주고 청소해 주고 빨래해주는 이 상황....
너무 편해서 익숙해져 버렸어!!","집착녀, 아방녀, 얼빠녀, 명랑녀, 햇살녀, 짝사랑녀, 순진녀",https://shared-comic.pstatic.net/thumb/webtoon/849507/thumbnail/thumbnail_IMAG21_b29f9b9a-54b1-4fb3-a815-225f892427b3.jpg,https://comic.naver.com/webtoon/list?titleId=849507
신규,naver_webtoon,샤워 순서 너마저...!,유기,유기,유기,,전체연령가,드라마,웹툰,"52세 오란희는 적적한 마음을 해소하고자 수영에 다시 도전한다. 하지만 수영장 물에 들어가기도 전부터 펼쳐진 ‘샤워실 규칙’에 오란희는 당황하고, 기존 회원들의 ‘텃세’에 정신없이 휩쓰리게 되는데…! 수영장 물살보다 거센 아줌마들의 하이퍼리얼리즘, 휴머니즘 드라마!","일상개그힐링, 자극적인, 중년, 드라마, 가벼운, 하이퍼리얼리즘",https://shared-comic.pstatic.net/thumb/webtoon/849260/thumbnail/thumbnail_IMAG21_2e162cb2-c0fb-467b-8c98-07d6bde40a89.jpg,https://comic.naver.com/webtoon/list?titleId=849260
신규,naver_webtoon,내가 죽인 전남편과 재혼하겠습니다,깜자,깜자,깜자,,15세 이용가,로맨스,웹툰,"""전생에 널 죽인 게 나야. 이번 생의 널 살린 것도 나고.“

부인의 가족을 몰살한 남편, 그런 남편을 살해한 부인.
파국을 맞이했던 원수보다 못한 남편과 현대에서 다시 만나 주어진 시간 안에 재혼해야만 한다.
피를 묻힌 바리에게 분노한 신이 내린 불멸의 삶이란 벌을 청산할 수 있는 유일한 방법이었으니까.

“강해안. 너 신병 앓듯이 머리 아픈 것도 씻은 듯 낫게 해줄 수 있고, 
네가 그토록 사랑하는 아버지 우관수의 명예와 영관도, 내가 평생 보장할 수 있어.”


고요한 바다처럼 평온히 살길 바라는 마음으로 부모님이 지어주신 이름이었건만.
해안의 삶은 전 부인이라 주장하는 여자가 내민 종이 한 장에 의해 더할 나위 없이 파란만장해진다.
관공서 대표 양식 제10호. 그 밑에 적힌 다섯 글자.

“거기에 도장 찍으면 전부 책임져 줄게.”

혼인 신고서였다.

“그러니까, 결혼해. 우리.”

과연 바리는 해안과 전생의 악연을 끊기 위한 재혼에 성공할 수 있을까?","환생, 로맨틱코미디, 미친작화, 혐관로맨스, 계약연애, 구원서사",https://shared-comic.pstatic.net/thumb/webtoon/849684/thumbnail/thumbnail_IMAG21_6c543b4a-a391-4144-8e52-062dddae06ab.jpg,https://comic.naver.com/webtoon/list?titleId=849684
신규,naver_webtoon,사랑이 끝나면 네가 끝난다,류길삼,류길삼,류길삼,,15세 이용가,로맨스,웹툰,"귀신을 볼 수 있는 소녀.
그녀 앞에 나타난 과거의 인연을 쫓아온 귀신 ‘백적’은 사랑을 말하지만, 그 시선은 다른 누군가를 향한다.
사랑을 위한 사냥감이 되고, 나는 점점 ‘나’를 잃어간다.
애정과 집착 사이, 자아의 경계가 뒤틀리는 로맨스 스릴러.","로맨스릴러, 2025 지상최대공모전, 동양풍로맨스, 오컬트판타지, 크리처",https://shared-comic.pstatic.net/thumb/webtoon/849864/thumbnail/thumbnail_IMAG21_12fe6f3c-1838-48aa-a964-9f719c3511a1.jpg,https://comic.naver.com/webtoon/list?titleId=849864
신규,naver_webtoon,이세계서 유부남된 썰,판테라,판테라,판테라,,15세 이용가,판타지,웹툰,"“토끼 같은 마누라와 몽구스처럼 귀여운 딸을 갖고 싶습니다.”
크리스마스 이브, 신비한 산타에게 소원을 빌고 집에 가는 길.
그런데, 눈을 떠보니 이세계였다...?!","중세, 가족, 용사, 힐링, 차원이동, 이세계, 소설원작",https://shared-comic.pstatic.net/thumb/webtoon/850103/thumbnail/thumbnail_IMAG21_d4a4a73c-a07c-4c17-bdbc-bc4b8e873792.jpg,https://comic.naver.com/webtoon/list?titleId=850103
신규,naver_webtoon,마도애를 사랑하는 법,서,서,서,,15세 이용가,로맨스,웹툰,"사랑하거나 사랑받는 순간 상대가 불행에 빠지는 저주를 타고난 ‘마도애’.
이 저주를 끝낼 수 있는 방법은 단 하나
바로 저주가 통하지 않는 ‘운명의 상대’를 찾는 것이다.
그런데 하필 유일한 후보가 양아치 ‘공선화’ 뿐이라니?
저주를 끝내기 위해 최악의 남자와 억지로 엮인 도애는 과연 이번에야말로 '진짜'를 찾을 수 있을까?","까칠녀, 현대, 능글남, 로맨스, 사연녀, 혐관로맨스, 캠퍼스로맨스",https://shared-comic.pstatic.net/thumb/webtoon/849913/thumbnail/thumbnail_IMAG21_96bae92b-b3d5-4ad7-a219-5e03e1f41e57.jpg,https://comic.naver.com/webtoon/list?titleId=849913
신규,naver_webtoon,괴이호텔,안은평,안은평,안은평,,15세 이용가,스릴러,웹툰,"손목이 잘리고 친구가 살해당했다.
이곳에서 살아남기 위해선 퀘스트를 해결해야 한다.","자극적인, 드라마, 미스터리, 스릴러, 요즘핫한추천작, 서바이벌",https://shared-comic.pstatic.net/thumb/webtoon/849851/thumbnail/thumbnail_IMAG21_77ab06a8-88b2-43b7-9d07-ab68d9141b4f.jpg,https://comic.naver.com/webtoon/list?titleId=849851
신규,naver_webtoon,오버워치: 하나된 마음,Sam King,Sam King,Sam King,,12세 이용가,액션,웹툰,"탈론이 워치포인트: 지브롤터를 습격한 이후, 오버워치의 영웅들은 처참한 패배의 쓴맛을 삼킵니다. 하지만 벤데타는 여기서 멈추지 않고 전 세계의 연구 시설, 군사 기지, 그리고 주요 도시들을 겨냥해 공격을 퍼붓습니다.

소전은 탈론이 발을 뻗는 곳마다 맞서기 위해 지친 영웅들을 다시 불러 모으지만, 곧 그녀가 지금까지 지켜온 모든 신념을 뒤흔들 만큼 충격적인 소식을 접하게 됩니다.

""세상이 더 이상 영웅을 원하지 않는다고 말할 때, 오버워치는 과연 분열되지 않고 당당히 맞설 수 있을까요?""","게임, 배틀, 요즘핫한추천작, 세계관, 히어로",https://shared-comic.pstatic.net/thumb/webtoon/850218/thumbnail/thumbnail_IMAG21_68998406-efbb-41e7-89e8-20b5e407d80e.jpg,https://comic.naver.com/webtoon/list?titleId=850218
신규,naver_webtoon,우리 형 축구교실,킹스날,킹스날,킹스날,,15세 이용가,스포츠,웹툰,축구 허접이 축구 영웅 '차성계'의 막내아들로 다시 태어났다?!,"열혈병맛개그, 열혈, 과거, 스포츠, 짐승남, 축구",https://shared-comic.pstatic.net/thumb/webtoon/849834/thumbnail/thumbnail_IMAG21_698cc3c7-74d8-42ac-a55e-df73d3e5f814.jpg,https://comic.naver.com/webtoon/list?titleId=849834
